"DT","EnDemProfile"
2017-05-15 04:00:00,1010.18063388162
2017-05-15 04:01:00,1010.18063388162
2017-05-15 04:02:00,1010.18063388162
2017-05-15 04:03:00,1010.18063388162
2017-05-15 04:04:00,1010.18063388162
2017-05-15 04:05:00,1010.18063388162
2017-05-15 04:06:00,1010.18063388162
2017-05-15 04:07:00,1010.18063388162
2017-05-15 04:08:00,1010.18063388162
2017-05-15 04:09:00,1013.83555740878
2017-05-15 04:10:00,1013.53675014602
2017-05-15 04:11:00,1013.53675014602
2017-05-15 04:12:00,1013.53675014602
2017-05-15 04:13:00,1013.53675014602
2017-05-15 04:14:00,1013.53675014602
2017-05-15 04:15:00,1013.53675014602
2017-05-15 04:16:00,1013.53675014602
2017-05-15 04:17:00,1013.53675014602
2017-05-15 04:18:00,1013.53675014602
2017-05-15 04:19:00,1018.27424843567
2017-05-15 04:20:00,1015.42225363272
2017-05-15 04:21:00,1015.42225363272
2017-05-15 04:22:00,1015.42225363272
2017-05-15 04:23:00,1015.42225363272
2017-05-15 04:24:00,1015.42225363272
2017-05-15 04:25:00,1015.42225363272
2017-05-15 04:26:00,1015.42225363272
2017-05-15 04:27:00,1015.42225363272
2017-05-15 04:28:00,1015.42225363272
2017-05-15 04:29:00,1018.84122793438
2017-05-15 04:30:00,1010.50912220065
2017-05-15 04:31:00,1010.50912220065
2017-05-15 04:32:00,1010.50912220065
2017-05-15 04:33:00,1010.50912220065
2017-05-15 04:34:00,1010.50912220065
2017-05-15 04:35:00,1010.50912220065
2017-05-15 04:36:00,1010.50912220065
2017-05-15 04:37:00,1010.50912220065
2017-05-15 04:38:00,1010.50912220065
2017-05-15 04:39:00,1017.90731304844
2017-05-15 04:40:00,1015.67307583559
2017-05-15 04:41:00,1015.67307583559
2017-05-15 04:42:00,1015.67307583559
2017-05-15 04:43:00,1015.67307583559
2017-05-15 04:44:00,1015.67307583559
2017-05-15 04:45:00,1015.67307583559
2017-05-15 04:46:00,1015.67307583559
2017-05-15 04:47:00,1015.67307583559
2017-05-15 04:48:00,1015.67307583559
2017-05-15 04:49:00,1020.12641247678
2017-05-15 04:50:00,1017.80195412477
2017-05-15 04:51:00,1017.80195412477
2017-05-15 04:52:00,1017.80195412477
2017-05-15 04:53:00,1017.80195412477
2017-05-15 04:54:00,1017.80195412477
2017-05-15 04:55:00,1017.80195412477
2017-05-15 04:56:00,1017.80195412477
2017-05-15 04:57:00,1017.80195412477
2017-05-15 04:58:00,1017.80195412477
2017-05-15 04:59:00,1022.13954874398
2017-05-15 05:00:00,1061.14810126646
2017-05-15 05:01:00,1061.14810126646
2017-05-15 05:02:00,1061.14810126646
2017-05-15 05:03:00,1061.14810126646
2017-05-15 05:04:00,1061.14810126646
2017-05-15 05:05:00,1061.14810126646
2017-05-15 05:06:00,1061.14810126646
2017-05-15 05:07:00,1061.14810126646
2017-05-15 05:08:00,1061.14810126646
2017-05-15 05:09:00,1062.33849153915
2017-05-15 05:10:00,1058.83853754108
2017-05-15 05:11:00,1058.83853754108
2017-05-15 05:12:00,1058.83853754108
2017-05-15 05:13:00,1058.83853754108
2017-05-15 05:14:00,1058.83853754108
2017-05-15 05:15:00,1058.83853754108
2017-05-15 05:16:00,1058.83853754108
2017-05-15 05:17:00,1058.83853754108
2017-05-15 05:18:00,1058.83853754108
2017-05-15 05:19:00,1063.66563768388
2017-05-15 05:20:00,1061.84096215121
2017-05-15 05:21:00,1061.84096215121
2017-05-15 05:22:00,1061.84096215121
2017-05-15 05:23:00,1061.84096215121
2017-05-15 05:24:00,1061.84096215121
2017-05-15 05:25:00,1061.84096215121
2017-05-15 05:26:00,1061.84096215121
2017-05-15 05:27:00,1061.84096215121
2017-05-15 05:28:00,1061.84096215121
2017-05-15 05:29:00,1067.65787221073
2017-05-15 05:30:00,1064.71129054787
2017-05-15 05:31:00,1064.71129054787
2017-05-15 05:32:00,1064.71129054787
2017-05-15 05:33:00,1064.71129054787
2017-05-15 05:34:00,1064.71129054787
2017-05-15 05:35:00,1064.71129054787
2017-05-15 05:36:00,1064.71129054787
2017-05-15 05:37:00,1064.71129054787
2017-05-15 05:38:00,1064.71129054787
2017-05-15 05:39:00,1068.25361884988
2017-05-15 05:40:00,1067.36326922542
2017-05-15 05:41:00,1067.36326922542
2017-05-15 05:42:00,1067.36326922542
2017-05-15 05:43:00,1067.36326922542
2017-05-15 05:44:00,1067.36326922542
2017-05-15 05:45:00,1067.36326922542
2017-05-15 05:46:00,1067.36326922542
2017-05-15 05:47:00,1067.36326922542
2017-05-15 05:48:00,1067.36326922542
2017-05-15 05:49:00,1076.43464839368
2017-05-15 05:50:00,1070.89936991078
2017-05-15 05:51:00,1070.89936991078
2017-05-15 05:52:00,1070.89936991078
2017-05-15 05:53:00,1070.89936991078
2017-05-15 05:54:00,1070.89936991078
2017-05-15 05:55:00,1070.89936991078
2017-05-15 05:56:00,1070.89936991078
2017-05-15 05:57:00,1070.89936991078
2017-05-15 05:58:00,1070.89936991078
2017-05-15 05:59:00,1091.52462818471
2017-05-15 06:00:00,1024.76263737849
2017-05-15 06:01:00,1024.76263737849
2017-05-15 06:02:00,1024.76263737849
2017-05-15 06:03:00,1024.76263737849
2017-05-15 06:04:00,1024.76263737849
2017-05-15 06:05:00,1024.76263737849
2017-05-15 06:06:00,1024.76263737849
2017-05-15 06:07:00,1024.76263737849
2017-05-15 06:08:00,1024.76263737849
2017-05-15 06:09:00,1038.96648117041
2017-05-15 06:10:00,1029.84425674519
2017-05-15 06:11:00,1029.84425674519
2017-05-15 06:12:00,1029.84425674519
2017-05-15 06:13:00,1029.84425674519
2017-05-15 06:14:00,1029.84425674519
2017-05-15 06:15:00,1029.84425674519
2017-05-15 06:16:00,1029.84425674519
2017-05-15 06:17:00,1029.84425674519
2017-05-15 06:18:00,1029.84425674519
2017-05-15 06:19:00,1039.06096961324
2017-05-15 06:20:00,1028.67214063487
2017-05-15 06:21:00,1028.67214063487
2017-05-15 06:22:00,1028.67214063487
2017-05-15 06:23:00,1028.67214063487
2017-05-15 06:24:00,1028.67214063487
2017-05-15 06:25:00,1028.67214063487
2017-05-15 06:26:00,1028.67214063487
2017-05-15 06:27:00,1028.67214063487
2017-05-15 06:28:00,1028.67214063487
2017-05-15 06:29:00,1051.60734587696
2017-05-15 06:30:00,1043.77297061154
2017-05-15 06:31:00,1043.77297061154
2017-05-15 06:32:00,1043.77297061154
2017-05-15 06:33:00,1043.77297061154
2017-05-15 06:34:00,1043.77297061154
2017-05-15 06:35:00,1043.77297061154
2017-05-15 06:36:00,1043.77297061154
2017-05-15 06:37:00,1043.77297061154
2017-05-15 06:38:00,1043.77297061154
2017-05-15 06:39:00,1062.11597666006
2017-05-15 06:40:00,1053.34604681843
2017-05-15 06:41:00,1053.34604681843
2017-05-15 06:42:00,1053.34604681843
2017-05-15 06:43:00,1053.34604681843
2017-05-15 06:44:00,1053.34604681843
2017-05-15 06:45:00,1053.34604681843
2017-05-15 06:46:00,1053.34604681843
2017-05-15 06:47:00,1053.34604681843
2017-05-15 06:48:00,1053.34604681843
2017-05-15 06:49:00,1073.34307240862
2017-05-15 06:50:00,1067.13282891908
2017-05-15 06:51:00,1067.13282891908
2017-05-15 06:52:00,1067.13282891908
2017-05-15 06:53:00,1067.13282891908
2017-05-15 06:54:00,1067.13282891908
2017-05-15 06:55:00,1067.13282891908
2017-05-15 06:56:00,1067.13282891908
2017-05-15 06:57:00,1067.13282891908
2017-05-15 06:58:00,1067.13282891908
2017-05-15 06:59:00,1115.37062830571
2017-05-15 07:00:00,1605.74208930199
2017-05-15 07:01:00,1605.74208930199
2017-05-15 07:02:00,1605.74208930199
2017-05-15 07:03:00,1605.74208930199
2017-05-15 07:04:00,1605.74208930199
2017-05-15 07:05:00,1605.74208930199
2017-05-15 07:06:00,1605.74208930199
2017-05-15 07:07:00,1605.74208930199
2017-05-15 07:08:00,1605.74208930199
